Sample_ID,sample_type,Lentisphaeria,Saprospirae,4C0d-2,Actinobacteria,Alphaproteobacteria,Bacilli,Bacteroidia,Betaproteobacteria,Chloroplast,Clostridia,Coriobacteriia,Deferribacteres,Deinococci,Deltaproteobacteria,Epsilonproteobacteria,Erysipelotrichi,Flavobacteriia,Fusobacteriia,Gammaproteobacteria,Methanobacteria,Mollicutes,Opitutae,RF3,Sphingobacteriia,Spirochaetes,Synergistia,TM7-3,Unassigned,Verrucomicrobiae
ST00001,stool,0,0,0,1.63063689344946,0,2.98253027644439,5.67634058302986,1.63063689344946,0,5.66828753290815,3.24384715202283,0,0,0,1.92655394096879,4.03032371033554,0,0,3.75714662762003,0,0,0,0,0,0,0,0,4.60353597729316,1.63063689344946
ST00003,stool,2.45501410653532,0,0,2.03157672697759,2.66528121226876,2.45501410653532,5.6080653701411,3.59190203782668,2.63059731969412,5.72285599191218,3.8987578929454,0,0,4.01433320594444,0,4.28840787740325,0,0,2.80634955100579,0,2.69739884412614,0,2.96584162979271,0,0,0,2.03157672697759,4.27958579954219,3.25820808697979
ST00005,stool,0,1.15194784733322,0,2.41192762433837,0,4.40046170920025,5.63051231337902,0,0,5.70474323737116,0,0,0,2.28384066920108,0,3.6649895884288,0,0,0.880495504558292,0,1.15194784733322,0,0,0,0,0,0.880495504558292,4.55598446004509,0
ST00006,stool,0,0,0,1.92941034209844,0,3.02159403848987,5.66010988446964,4.48359287376173,0,5.67450984237963,3.57274678167449,0,0,3.25694947156495,0,4.15856487097237,0,0,0,0,0,0,0,0,0,0,0,4.27064686361596,0
ST00008,stool,0,0,3.91951597491943,1.19960694002325,1.19960694002325,2.02053595953076,5.79184962795288,4.82207525454007,0,5.47447318678627,2.74026791462305,0,0,3.56056123381452,0,3.10611440693373,0,1.78059362489769,2.02053595953076,0,1.19960694002325,0,2.02053595953076,0,0,0,0,3.28544416519371,2.02053595953076
ST00009,stool,0,0,0,2.48971612965712,1.65297478145736,3.1620226448413,5.73687711786615,1.65297478145736,0,5.57674859251655,4.45143587133128,0,1.65297478145736,3.34237701621289,0,4.53475967474367,0,0,3.34237701621289,0,0,0,0,0,0,0,1.65297478145736,3.91043464777888,1.65297478145736
ST00015,stool,0,0,0,2.09291996339842,0,3.52445271959868,5.83450944997475,4.23830114208118,1.62275553700042,5.46257853798958,3.24934481048215,0,0,0,1.1658601238876,3.07002503069465,0,0,3.31146010394612,0,0,0,0,0,0,0,1.9847761754638,2.91383797038093,0
ST00016,stool,0,0,0,1.92672854511088,2.59934430938384,2.94837510387574,5.85677485204612,1.33982429267051,0,5.4159043909704,3.01452219975528,0,1.33982429267051,1.63080945443627,0,3.08700824480411,0,0,4.19660765972976,0,0,0,0,0,0,0,1.92672854511088,2.93278792455463,0
ST00017,stool,0,0,0,2.78192016513951,3.08259122762507,4.37228503819982,5.07346174035868,3.08259122762507,0,5.88534811794731,4.71062938348927,0,0,3.48031573391217,0,3.82266002371038,0,0,0,0,0,0,2.78192016513951,0,0,0,0,4.39400338892169,2.78192016513951
ST00018,stool,0,0,0,2.45684180806611,1.39403336620423,4.52321174743813,5.49661765816254,4.02454211357985,2.55344834516021,5.7179917128186,3.83408659400748,0,1.39403336620423,2.63242715605523,0,4.8005394863898,0,1.68620934311155,0,0,0,0,0,0,0,0,2.65585496380936,4.56816238893059,4.05287312000807
ST00019,stool,0,0,2.60560986750796,1.70999348862219,1.41735018562037,2.78134201223494,5.82444410940046,4.06320703027178,0,5.48702200938515,3.41761104574682,0,0,3.15658943828532,0,3.79668036160559,0,0,1.70999348862219,0,0,0,1.88325280296261,0,0,0,1.41735018562037,3.37372322191356,2.10282262531022
ST00021,stool,0,0,2.0532265443854,2.63395406338416,1.8790520510593,3.41439828542406,5.46048336841162,3.43572832167731,1.58372211129955,5.81945881984805,4.11882188978469,0,0,3.00404044117617,1.29387258338708,4.30626693247253,0,1.29387258338708,0,0,0,0,0,0,0,0,1.29387258338708,3.82273151917138,3.63680441763181
ST00023,stool,0,0,0,2.91141898037979,0,4.19878212708279,5.53037007786227,3.94818309063414,1.93498316111968,5.77730642756408,4.06074019392517,0,0,3.07195117264439,1.11914290217852,3.6792947391609,0,1.57368056509591,3.14957714959745,0,3.98740278405973,0,2.62989885768259,0,0,0,2.51749619799264,3.84604901875857,1.79086817389557
ST00026,stool,0,0,0,3.24167773409595,2.84411098520156,4.22822612874852,5.52337195074867,3.40296847010115,1.94535215581612,5.76705725466607,3.98966122091549,0,0,3.17114058937957,0,4.25005330752561,0,2.24391249583169,0,0,3.26285517839378,0,0,0,0,0,2.24391249583169,4.39526105986593,3.53159104673818
ST00027,stool,2.15351826927838,0,3.54269270856227,2.51974882710833,3.71874247306451,4.49877638360761,5.0567966003672,3.54269270856227,0,5.86237799740443,4.39926544475835,0,0,3.80694314630077,0,3.84948917459884,0,0,2.57757670470891,0,0,0,4.34174218202967,0,0,0,2.2776938951742,4.68364544786072,3.60794207074424
ST00028,stool,0,0,0,2.4660190673743,3.25068201168549,4.34179794933929,5.74059633429099,4.17625358866927,2.10388220123935,5.58618994125713,3.86997788062466,0,0,1.94270623139641,1.22408919229101,4.09885257248606,0,1.7492340478144,2.93822332039706,0,0,0,0,0,0,0,1.51196003033865,3.5821850768222,1.68357478146988
ST00030,stool,0,0,0,2.64528871173484,2.2076726414054,3.58529613802068,5.82497853622503,3.74600479447678,0,5.39635492030798,3.01830196428693,0,0,3.82828582121937,0,4.49054338028102,0,1.61361514729772,1.61361514729772,0,0,0,0,0,0,0,0,4.52823700456153,1.61361514729772
ST00031,stool,0,0,0,2.28913357260673,0,4.51221867632335,5.71619686744253,4.09716328448452,0,5.5714632840539,3.68838559348624,0,0,2.43462348922785,0,3.70195566215041,0,4.57738734731686,4.07932391212375,0,0,0,0,0,0,0,0,3.24138773581664,1.59900016307221
ST00035,stool,0,0,0,3.32504045224086,2.29419755019186,4.44581644729294,5.34561512535228,4.53786364788312,1.17583922023506,5.8056322971762,4.29262814158809,0,1.46213726547515,3.17956905937148,0,4.5842534074473,0,1.17583922023506,3.89949578877846,0,0,0,0,0,0,0,2.14895098128327,3.82716388840112,1.99536787599486
ST00039,stool,0,0,0,0,0,5.09691348735001,5.56330858940591,4.18312464940793,0,5.6364155038293,3.9612948912758,0,0,0,0,4.38723394898901,0,0,0,0,0,0,0,0,0,0,0,4.43838449306036,0
ST00040,stool,0,0,0,4.16118087454821,0,4.4621958878279,5.5590921165859,0,0,5.74093529446619,0,0,0,0,0,0,0,4.16118087454821,0,0,0,0,0,0,0,0,0,4.4621958878279,0
ST00041,stool,0,0,0,2.46731203824834,1.63100865258952,3.18921347783342,5.83483312175958,1.63100865258952,0,5.45074322476536,3.51848947356583,0,0,3.49010299460469,0,4.25824444362715,0,0,3.42707320168012,0,0,0,1.63100865258952,0,0,0,1.92693010078741,3.68151902045811,0
ST00042,stool,0,0,0,3.51646572055983,0,4.51149434619355,5.40204185312469,4.00539684714038,2.26343526911899,5.81682092404704,4.02453000873607,0,2.56327973716567,3.37518742114242,0,3.77964704820837,0,0,2.91480222776149,0,4.21047772520581,0,2.80580871022853,0,0,0,3.30267003661785,3.77301757905475,2.863715753223
ST00044,stool,0,0,0,2.21398996241386,2.1878268263395,3.14850551481251,5.6866330069718,4.7895026406316,0,5.47953608851343,2.8388419292997,0,0,0,1.59413991945606,2.93562603952547,0,1.59413991945606,5.16443706131685,0,0,0,0,0,0,0,1.02404566705663,3.1334873875786,0
ST00045,stool,0,0,0,2.21515294140901,1.19031118180985,3.17970935712902,5.90289016211077,4.55436273165323,1.19031118180985,5.20137724169486,3.37305107129934,0,0.916434675632861,0,0,2.62102451076733,0,0,2.81522369415962,0,0.665094547757823,0,0,0,0,0,1.68234926692594,2.54280355848364,0
ST00046,stool,0,0,2.8601634731269,2.28777707259285,0.897212597515466,4.29733625520758,5.7658893145031,4.52911487971379,2.09713352347912,5.53660683036056,3.73717922501252,0,0,3.49172700610553,0,3.17910622926283,0,0.897212597515466,3.29798571012837,0,1.33600701796438,0,0.897212597515466,0,0,1.16981920101093,1.88545791658771,3.76013642263153,1.62690245774876
ST00047,stool,0,0,2.71728277270143,2.7020725453006,1.73916367026196,5.09353279942996,5.35669264451468,3.71503280640699,1.86211835831516,5.72664763523899,4.07428931276336,0,0,0,1.86211835831516,4.94997537656202,0,0,2.03621646319332,0,2.43175254912688,0,2.89805347498524,0,0,0,2.29763796741996,3.84294533099527,0
ST00050,stool,0,0,0.876220868007582,1.725588398329,1.14737035083684,4.35259270488822,5.7061404841685,4.0118495631948,2.07320841872936,5.54915610574655,3.36953103695211,0,0.876220868007582,2.52312536339059,0.876220868007582,3.66621436171157,0,4.95018329331446,3.65193633039549,0,1.14737035083684,0,0,0,0,0,1.14737035083684,3.55236016830626,0.876220868007582
ST00051,stool,0,0,0,0,0,3.07303793002831,5.5512384230573,4.34869215506617,0,5.75503318845969,3.69600745957409,0,0,3.67045865527729,0,4.07616768378792,0,0,2.15490269927967,0,0,0,2.52113882596702,0,0,0,1.68381938935012,4.45506324141645,3.07303793002831
ST00053,stool,0,0,1.82343641568546,2.17198067784462,3.72543220047887,3.49140736514388,5.59994789674764,4.55901316282315,0,5.72189269033608,3.91208797776047,0,0,3.21507021451297,0,4.2597608843189,0,1.70066609198251,2.29618809141891,0,0,0,0,0,0,0,1.52887944618789,3.21507021451297,1.91904016499022
ST00054,stool,0,0,0,3.6458516703252,2.97979474490009,4.39756610834141,4.86363723532936,3.27452625041737,2.6002200045142,5.72851818862642,4.24913630269562,0,2.8216323966168,3.53710648830926,0,4.82650720546454,0,0,0,0,0,0,0,0,0,0,3.16369773126159,4.11149044830319,5.40792592727193
ST00056,stool,0,0,0,2.81089362923402,2.06798488851119,4.05867323327838,5.44642831341808,3.56952229766528,2.95203628091724,5.82575420090459,3.57910720663036,0,1.70493160481115,3.21505720197892,0,4.33512049583036,0,0,2.36715408504451,0,2.52149624702072,0,0,0,0,1.2446159039206,1.70493160481115,3.73775062917368,2.97549184933093
ST00057,stool,0,0,2.91038687493485,3.00516741969991,2.15449912377002,3.89761552851895,5.1425860938451,2.91038687493485,0,5.71754587407182,4.85353733749483,0,1.29877943668156,3.46965616584637,1.01904617443533,5.06153984597654,0,1.29877943668156,2.31986127482034,1.29877943668156,4.42884168483858,0,1.76109962070009,0,0,1.97992664719661,2.66648740775112,5.04654032977011,1.46753321123746
ST00059,stool,0,0,0,1.70248342597234,1.31727871019458,3.87909704842713,5.8216893881889,4.20274166561263,0,5.46398616794937,2.74378307104701,0,0,3.76278351673731,1.31727871019458,3.42633742156816,0,0,0,0,1.03667789617257,0,0,0,0,0,1.31727871019458,4.11475966075812,0
ST00060,stool,0,0,1.38143131660892,2.40610175590421,1.38143131660892,3.07936613239214,5.73205047380226,0,1.38143131660892,5.56253785035303,3.47373651227023,0,0,3.12675335746341,1.6733438546702,4.85282488311996,0,0,0,0,0,0,1.84635292387961,0,0,0,1.6733438546702,4.14836157798878,3.59099897326312
ST00062,stool,2.26512469224255,0,0,2.26512469224255,0,3.35637252899422,5.43623886924797,3.74284509787738,0,5.83750897495709,3.29640291935808,0,0,2.7406706742198,1.57548818728519,3.64667298639175,0,1.57548818728519,1.87070829395906,0,2.7406706742198,0,3.804407020644,0,0,1.57548818728519,2.04484552218414,4.11770577792024,3.55954458215147
ST00063,stool,0,0,0,1.01880506514155,1.01880506514155,2.89471951423421,5.45571402651436,4.0231819833577,1.826706972177,5.83159361962018,3.77793378625318,0,0,3.05825295208365,0,4.03393329008978,0,1.58849642718483,0,0,0,0,0,0,0,0,0,3.81021097476339,0
ST00064,stool,0,0,0,1.98667546610194,0,4.32098309827188,5.75420289215417,4.07504806416638,2.05298203331491,5.57943138870368,2.58536371111886,0,0,3.9021776615876,1.69010079430019,3.82003849552006,0,1.69010079430019,2.71002028367524,0,0,0,0,0,0,0,1.81281758221588,3.58071372713098,1.23035737273905
ST00065,stool,0,0,0,2.36750406535357,3.40719953930792,4.1619122676354,5.58058627563028,3.7983376463118,1.40533646079458,5.70535574221393,3.6960311741005,0,0,2.23554345116038,0,4.49318175576879,0,1.57569727061068,2.43091898598874,0,0,0,0,0,0,0,1.90523236792893,4.70572397654027,2.92937925350015
ST00067,stool,0,0,0,2.53171946320393,0,4.17038346529513,5.63314512161369,4.10533273978825,0,5.72117356428068,3.53056897419232,0,0,3.08364128460234,0,3.39308879452198,0,1.4018783595933,3.84826750235554,0,0,0,0,0,0,0,0,3.14804986213725,2.81634008286473
ST00069,stool,1.5649369402787,0,1.8600131824227,2.92453156417388,2.33311943460107,3.89344630141244,5.66909026157754,4.25518586937505,2.58548458454241,5.64958831738136,3.62123643525493,1.65947523727803,0,3.74892375789832,1.5649369402787,4.39837217174049,0,2.54319641039387,2.97253887401343,0.99698092814067,1.5649369402787,0,0,0,0,2.63313985297704,1.27557504770877,4.35795654821637,2.1841867722583
ST00070,stool,0,0,0,2.55670052261842,1.60268511849617,4.84991801311354,5.61168667753182,4.08057446244285,1.22071063591732,5.68946356859779,3.74284752385692,0,0,3.51714988122936,0,3.35979307548127,0,0.945051006743588,2.27525735911781,0,0,0,0,0,0,0,0,3.58304527467968,3.54413784285352
ST00075,stool,0,0,0,3.18685236041208,1.72936226545839,5.29531308092935,5.11166618558209,3.62220370614745,0,5.79802464321356,4.31868361345532,0,1.72936226545839,2.85533227613318,1.0616362441589,3.8861907904783,0,1.51287944653527,2.6253073276293,0,0,0,0,0,0,0,2.32530526049065,3.97457102937547,1.51287944653527
ST00076,stool,0,0,0.930947948118729,2.18069798250875,3.04154146248771,3.71509667200504,5.33439004973885,2.65590519400958,3.82281976553252,5.83110203878792,4.05910361128977,0,1.08972740598161,3.65936153697557,0,4.74474021735333,0,1.08972740598161,3.05615248499397,0.678061935571931,3.43805355295388,0,1.43703553708368,0,0,0,1.29721203099505,4.23456338108824,0
ST00077,stool,0,1.16472392742411,2.64008309225644,2.97949082665018,2.82478394954256,3.88062862323452,5.33607323538433,4.32985722522283,2.82478394954256,5.83502209410244,4.0199050778298,0,0,4.01250124687591,1.16472392742411,4.23191378463141,0,3.96649308020679,0,0,1.16472392742411,0,1.45063333270875,0,0,1.45063333270875,2.66635351404578,3.70573160945752,4.17179124480967
ST00078,stool,0,0,3.47611119194147,2.76071684912158,1.47377193893314,4.3077588089451,5.63900222459255,3.8033933008766,1.47377193893314,5.71161673208386,3.87396413074192,0,1.47377193893314,2.82131639931904,2.36390558126267,3.37293063306155,0,2.36390558126267,2.92185095205869,0,0,0,0,0,0,0,2.53937012429915,3.73317086429984,3.26534850585086
ST00081,stool,0,0,0,2.55067643510292,1.8289414594088,3.19686706817851,5.76414822151651,4.53201925170352,2.49285903921225,5.56593869426101,2.80840626516089,0,0,3.79100710666419,0,3.58097506330476,0,0,2.30174844791199,0,0,0,0,0,0,0,2.30174844791199,3.47901569354798,2.76105950618384
ST00082,stool,0,0,0,2.26786317811994,0,3.76088357611855,5.6569354426207,3.92601647124694,0.526695040226282,5.70409071572939,3.22432383327222,0,0,2.67967878610579,0,4.11452456115295,0,0,2.10114860773505,0,0,0,0,0,0,0,1.29889734215964,4.00561478211947,2.57048725768126
ST00083,stool,0,0,2.56910481969704,1.99510998055711,2.11894929640418,3.41683058672107,5.56624371978465,4.17636101196341,2.43598738576275,5.77329624228237,3.76325511327003,0,0,3.43106566052699,0,3.77292275716273,0,3.09370798873324,1.82120924850465,0,0,0,0,0,0,0,1.82120924850465,3.52088373690895,2.86954875480435
ST00084,stool,0,0,4.01668389551338,3.02251754311747,0,4.56463104753938,5.29423901555607,3.90439897133036,2.72189970254986,5.85052380582752,4.11904802766754,0,0,2.72189970254986,0,3.7911831158299,0,0,2.59723551886367,0,0,0,0,0,0,2.12230446139362,2.4216928454984,4.20540190443441,2.96458449939229
ST00085,stool,0,0,0,2.73005885702847,0,3.48468017650718,5.63879626009289,4.13745587848179,1.92157009988408,5.71551379472963,3.05502164454863,0,1.05345121915416,3.36561587437767,0,4.26001475097972,0,0,2.35757941221909,0,0,0,0,0,0,0,1.92157009988408,3.75368544849082,2.39520908071877
ST00086,stool,1.86681887146892,0,0,1.86681887146892,3.06537061521179,3.63912781884169,5.67989497216967,3.64630476918502,0,5.653339562055,3.4944844350193,0,0,4.05124716131832,2.33998783597284,4.56245674509914,0,3.6805114410759,2.81578362717223,0,2.76471406481521,0,0,0,0,0,0,3.61685667100011,0
ST00088,stool,0,0,0,3.28770718137606,2.63811892196852,3.79767393277676,5.47154071090933,4.17385458899568,2.61185243062049,5.77649823858728,3.6108960021035,0,1.42337042918797,3.30451217731981,0,4.18339927423925,0,0,2.52192069944958,0,0,0,0,0,0,0,2.3118826687824,4.77940477780187,1.7161302938292
ST00091,stool,0,0,0,2.10085552379636,0,4.7080675383381,5.65538797783602,3.30173570079299,0,5.66571889213284,3.80503708808528,0,0,0,0,4.31226387812908,0,0,0,0,0,0,0,0,0,0,0,3.62897984635926,2.40016063126308
ST00092,stool,0,0,2.52974499251065,2.89294597891263,1.65176276583865,4.9681055540519,5.41870907420111,3.98719227156293,0.731185972868283,5.78323536649365,4.19210382856795,0,0,3.24427744633723,1.55726684556315,3.60868785250562,0,1.50099107155225,3.06722373458591,0,0,0,1.26811003796091,0,0,1.36030965585493,2.30687549775879,3.60727891439843,0
ST00093,stool,0,0,0.657804744124271,2.52439162173122,1.06608378610783,4.00301899264472,5.73667486587281,3.02893645751916,2.18626940677828,5.62492714396595,3.72930894087956,0,0,2.16572274850593,0,3.11020718565937,0,0.908252846866804,1.89791495093814,0,0,0,0,0,0,0,1.95277252720573,4.15723421346382,1.7875540036486
ST00094,stool,0,0,0,2.58287640623626,3.78081263565536,3.36457953098789,5.57429482622034,3.74318661115059,2.33388063640717,5.72344544630559,3.93155404082982,0,0,3.28093764430924,0,4.78211895854669,0,0,1.86076738551357,0,0,0,2.77628772274104,0,0,1.98420745198299,1.6876580404991,3.97754897639089,0
ST00095,stool,0,0,0,2.30472564752421,2.86742837730069,3.27283577066472,5.28431260053555,2.97203742521721,1.83188932969046,5.86523729877871,3.44365045329734,0,0,3.42766821148429,0,3.2489367288353,0,0,2.70137188750273,1.53720849783682,3.67372714930155,0,4.387756614228,0,0,2.56698730859842,0,4.34200109965486,4.05208439360477
ST00100,stool,0,0,0,2.2331247925938,1.54419378567021,3.32769263835549,5.46184550832764,4.28636128637626,1.7161302938292,5.81403852600393,3.37688878009265,0,0,3.26423852489709,0,3.42664065193574,0,0,2.13684906152861,0,3.56715577012894,0,3.06346268613668,0,0,2.01296540724386,1.93462638540306,4.36795108591298,3.19933583639695
ST00101,stool,0,0,0,2.34865416816431,2.01987920932671,3.37762054623291,5.79574045576879,2.21466263409951,0,5.47475976162971,3.50720742377529,0,0,2.99712479543731,0,4.67834267849357,0,0,2.79455943093211,0,0,0,0,0,0,0,1.19898576581908,3.9623506073253,4.08867833992351
ST00103,stool,0,0,0,3.24896576905674,3.02728019146214,3.96477134134479,5.39298542689194,3.85084211854987,0,5.80838884954776,4.11798571476844,0,0,0,2.5509738785175,4.24874538953473,0,0,0,0,0,0,0,0,0,0,0,3.89222923759161,4.71112734011237
ST00105,stool,0,0,0,0,0,3.00400526466652,5.72868083740427,4.31757381275171,0,5.62557152934669,3.21293232619816,0,0,3.59562780836896,0,3.59269412210475,0,0,3.81479278531704,0,0,0,0,0,0,0,1.15432189505232,3.6142284318381,2.62893292102133
ST00109,stool,0,0,3.64253461229955,2.62228396368358,3.22806383254833,3.40555873430601,5.53073683774126,4.21741145316213,2.24352117346668,5.77262974330916,3.20978609504797,0,0,3.70650337314368,1.55435536120849,3.8785823197554,0,0,2.56444003939652,0,1.26527732918348,0,4.08368020740579,0,0,3.16041351667447,0,3.91133427042504,3.78143646576579
ST00111,stool,2.54967354706324,0,0,1.9337465091525,0,3.45601025082061,5.53777335385218,4.0036394781175,1.18017954916508,5.70318812035678,4.57228690826757,0,0,2.89924295002305,0,4.24008374893441,0,0,2.05741872907656,0,4.24043695717335,0,4.44981162950509,0,0,0,2.19468243203175,4.47129077983787,3.76442341434253
ST00112,stool,0,0,0,1.73777309517089,4.34008111427815,2.79739585643167,5.65001953728664,3.76325473431251,2.43034135788089,5.67519273899747,3.26990149423587,0,0,3.11629006908147,1.73777309517089,4.65127882810945,0,0,1.56563552848499,0,0,1.27625513146379,2.83305673814758,0,0,0,0,3.40814056514531,0
ST00116,stool,0,0,1.44427412596695,2.59085622258318,2.70797787294036,3.33972896780764,5.06088436000221,3.35542101583692,1.91085936805904,5.91590750006365,3.89677509466996,0,1.15858386132427,3.40626673638824,1.83274330014133,3.9966181740495,0,2.03446294759851,3.43925452664178,0,3.72511966009269,0,3.28893402305212,0,0,2.61974803450251,2.45110173503844,4.27627666522151,3.7327280997523
ST00123,stool,0,0,0,3.0569386522337,1.78498823395339,5.28606650681012,5.64356016455951,0,0,5.528699159621,3.64122603579789,0,0,3.0569386522337,2.38167118752855,3.99795567829277,0,0,3.90171005765594,0,0,0,0,0,0,0,2.08244094499007,3.58409710093426,0
ST00124,stool,0,0,0,2.58548308706474,1.58164487919027,4.54217414129826,5.38376269120404,3.04762381918033,1.87694730925593,5.78802754782103,4.20360883283111,0,1.12670714426377,2.27141416688506,0,4.83217496986493,0,0,1.70372927497119,0,1.12670714426377,0,0,0,0,0,2.45624139284623,4.36739937964416,0
ST00127,stool,0,0,0,2.27653481780576,0,3.43575851299724,5.83098654754156,4.15650138916845,0,5.44361331031177,3.58077032240842,0,0,3.65453871922704,0,3.98184671294367,0,0,2.62743908545956,0,0,0,0,0,0,2.15236122948123,0,3.94637824865805,1.97779623467122
ST00131,stool,0,0,0,2.04659881543249,0,3.5827057241851,5.84854956303442,4.76607479781488,0,5.33321755100418,3.23326569129345,0,0,3.64211625491571,1.00833954043262,3.11611973148153,0,0,1.87245373209168,0,1.57721047678083,0,0,0,0,0,1.67181503799274,3.95565844541999,2.17056118390598
ST00132,stool,0,0,0,3.01554397121497,1.81766432057724,3.97166969268985,5.5995100712735,3.5354072324372,2.99114361234537,5.75189538731193,3.9079684576308,0,0.958533848257096,3.00871119783042,0.958533848257096,3.7024889870494,0,0,3.17065913644153,0,0,0,2.18948485655716,0,0,2.08757050181478,0,3.80725565713802,2.52200610076618
ST00136,stool,0,0,0,0,0,3.32237179482692,5.43860829074757,4.26108363634792,0,5.78689738613654,3.49839413698484,0,0,2.42072654215297,2.12134180777571,4.21498151545316,0,0,2.12134180777571,0,4.56521487885591,0,4.09580346754123,0,0,0,2.42072654215297,4.35106049139302,2.96361557210901
ST00138,stool,0,0,0,0,2.5440530733268,3.71482946461866,5.31586720494668,0,0,5.8761142922149,0,0,0,2.65292170313768,0,1.70633723926004,0,0,0,0,3.49024454106937,0,0,0,0,0,0,4.5066117666927,0
ST00139,stool,0,1.41089131195506,0,2.44959666480422,1.41089131195506,3.71114514828903,5.48080206998534,2.82570688972315,1.8261917186723,5.79306252498287,3.5368348771001,0,1.53159411388922,2.81486538587694,0,4.63723800498771,0,0,1.6259425916799,0,0.966247590439343,0,0,0,0,0,2.31661265380734,4.33588739791222,2.93411171286464
ST00141,stool,0,0,0,1.94570522194913,0,3.2890056938592,5.78361531194749,3.82407670059989,1.41376935874058,5.55907414493487,3.58432162596376,0,0,0,1.80154125497804,4.05378201585655,0,0,0,0,0,0,0,0,0,0,0,3.74604326136596,2.76849637976324
ST00142,stool,0,0,0,2.68561039669922,1.80231312731385,2.77386726645232,5.87639967001515,3.23499761886652,1.89785166898699,5.23691331834959,4.57843329537335,0,0,3.58966313345775,1.67965059547915,3.80936947335854,0,0,3.73501124744531,0,0,0,1.22032184537815,0,0,0,1.22032184537815,4.26636031904156,1.22032184537815
ST00143,stool,0,0,2.88901297521299,1.77093569896023,3.80100829841245,3.84396127994152,5.52075858390783,3.80365602624652,1.30828952401838,5.79564886574598,3.40050794920316,0,0,2.40205941750337,0,3.80628770966102,0,0,2.13468655898402,0,3.54419450950334,0,2.83110112836982,0,0,0,1.30828952401838,3.86048302344948,3.37293575159704
ST00146,stool,0,0,0,3.4765515136547,0,5.06020898968997,5.59968264250076,2.84863343158632,0,5.62616988203141,3.90876902975285,0,0,3.85880158907735,0,4.12680363922474,0,0,3.73739881768867,0,3.86926559144406,0,0,0,0,2.24841569922642,2.94542034902494,4.25458195151467,2.24841569922642
ST00150,stool,0,0,3.66824247990226,3.21275668531237,3.37300524859,3.80215036157119,5.57019885239529,4.23148850886563,2.31423495193903,5.71267085068229,3.59440268296461,0,1.50210162047097,3.69242281459413,1.86219744503185,4.23771841862101,0,0,1.33279080431357,0,0,0,3.35370845620405,0,0,3.28777912669349,2.93068123320206,4.04173256419965,4.57659853296045
ST00151,stool,0,0,0,1.84152003185909,0,2.64238956494063,5.65914390306691,3.87429434422205,0,5.67094854677257,2.77546718549419,0,0,0,0,4.80300775380137,0,0,0,0,0,0,0,0,0,0,0,3.46579550025918,1.16687786857314
ST00152,stool,0,0,0,1.4990536364871,0,3.05365298096973,5.64831908944647,3.80110627071021,0,5.72877566153788,3.2256883133303,0,0,2.98382882228807,0,3.81554745284202,1.21157360287775,1.7931467469879,2.48648634531684,0,0,0,0,0,0,0,0,3.39103968010914,1.21157360287775
ST00159,stool,0,0,0,2.63262440632944,1.04900110619996,4.95604552860406,5.53865260582334,4.12863907562523,0,5.32819850253589,4.01572482317436,0,0,0,0,2.80837821699271,0,5.42566919611385,4.43586401169143,0,1.62094379296936,0,0,0,0,0,1.85950366836153,3.4572198824548,4.46867307099234
