Sample_ID,sample_type,Thermi,Actinobacteria,Bacteroidetes,Cyanobacteria,Deferribacteres,Euryarchaeota,Firmicutes,Fusobacteria,Lentisphaerae,Proteobacteria,Spirochaetes,Synergistetes,Tenericutes,TM7,Unassigned,Verrucomicrobia
SW00001,swab,2.47090988598203,3.67964006405938,5.69702370346292,1.43455453473106,0,0,5.64771960056445,0.877934009761538,0,4.50545998172655,0,0,0,0,4.31730656091146,0
SW00002,swab,0,3.46545478850604,5.58437776795653,3.24115943370125,0,0,5.77493695331569,2.08102679532944,0,4.10450036199246,0,0,1.54587600764921,0,3.45257124523786,1.25703034869783
SW00003,swab,2.47393825582838,3.78518440778107,5.39457729205686,3.22286007993511,0,0,5.84225041781345,2.97354167612129,2.09576384643354,3.89303890268585,0,1.12603570795937,3.58513955391787,1.41050912491855,4.51862799397227,3.42688256267355
SW00004,swab,2.58106518300456,3.96508981622278,5.52103016533516,0,0,0,5.77900657356295,1.55092069426536,0,4.4659167058148,0,0,0,1.84580026382133,4.44649554378011,0
SW00005,swab,2.61399538863376,3.54957407864407,5.64579919563167,0,0,0,5.71676970890121,0,0,4.3242593421404,0,0,0,0,4.06629342089791,0
SW00006,swab,3.04059416528341,3.43195893517118,5.43692988590212,0,0,0,5.84013199795035,1.22784176160757,0,4.17311809827716,0,0,0,0,4.19774261570462,0
SW00007,swab,2.29291044824146,3.43351992776332,5.39179169354107,3.75150015022346,0,0,5.82553668515444,0,1.94348472688285,4.50613780718512,0,0,3.45717535820804,0,4.60946177812747,1.94348472688285
SW00009,swab,1.41464984522741,3.31949819289223,5.58330263478885,0,0,0,5.77664225513002,0,0,4.03862135404266,0,0.860047980805645,0,0,3.77058922380972,1.70724032775404
SW00011,swab,2.8510076668445,3.6373091235037,5.63146475750587,1.5071381014091,0,0,5.71867866905652,2.79514040825018,0,4.15643789016324,0,0,0,0,4.45780643461442,1.60133773124457
SW00012,swab,2.22120462242697,3.18771111116173,5.66277703592444,0,0,0,5.71458033654267,0,0,4.03766440898229,0,0,0,0,3.95656136488434,1.42241217923393
SW00013,swab,1.87219310286895,3.72319062375746,5.51635962185812,1.15729913408248,0,0,5.7772891877019,2.00533449863084,0,4.39700738451474,0,0,0,0,4.6273054037658,1.15729913408248
SW00014,swab,1.99207983016115,3.76329822240805,5.72534211477945,0,0,0,5.6217923961657,3.92925528537092,0,4.31338831289739,0,0,0.827189960438925,1.47108816133024,4.17898252322847,0.827189960438925
SW00018,swab,2.38089627821942,3.76250780067743,5.71824415244538,1.33876623393883,0,0,5.63936563480453,1.05720101119931,0,4.30316184814073,0,0,0,0,4.12290087671888,3.3031314272838
SW00019,swab,1.46479771960608,3.89178656405147,5.74869343386242,0.90526529722991,0,0,5.60721437255013,1.17841120330278,0,4.41155552224187,0,0,0,0,2.96532516305269,1.17841120330278
SW00020,swab,4.08256021536924,3.81617682539687,5.38654851293371,0,0,0,5.85757808043883,1.73083615360749,0,4.12698464309096,1.2695648911655,0,1.8537523412326,0,3.41599595697163,3.1092282770245
SW00021,swab,3.79867192301305,4.11734500746854,5.3692212586259,2.03792681171477,0,0,5.80687420080848,4.25666922091807,0,4.09529037086662,0,0,1.56869302827561,1.95954079029629,4.87414518268941,0
SW00022,swab,0,3.65346739639066,5.72247371236987,2.72477126832215,0,0,5.64750784263131,2.02906294266189,0,4.25289296768897,0,0,2.20379814465157,0,3.68782895912485,0
SW00023,swab,3.15276967229621,3.32181351104943,5.59591442362062,0,0,0,5.76560160564242,1.25313445603244,0,4.00274490001959,0,0,1.54186875323106,1.25313445603244,3.95739747431904,0
SW00024A,swab,3.05956359146764,4.02513269629615,5.34834073313606,3.35713617503941,0,0,5.66976604256253,2.01761774538938,1.37876134177175,4.57000949095068,0,1.47202486555916,3.50647814637936,0,5.40648723072613,0
SW00024B,swab,1.58252333953275,3.74573446637041,5.42997494311536,0,0,0,5.83198121909108,1.87783741970422,1.58252333953275,4.4402627535036,0,0,0,0,4.25543587222998,2.61346684004457
SW00025,swab,2.15045993143361,3.22681664012946,5.47001188794434,0,0,0,5.7714885717943,1.97590162129966,0,4.48783594347443,0,0,0,0,4.90880969535656,2.44995154808406
SW00026,swab,2.95776897174669,3.61178411505651,5.74293313534313,0,0,0,5.56515147078295,3.65635588957561,0,4.51857917045702,0,2.79236531849458,0,0,4.55843421854659,0
SW00027,swab,0,3.78929769562802,5.71876999652414,0,0,0,5.64656061801416,2.47367069339459,0,4.26811248309571,0,0,0,0,3.71533074489761,3.52349168707023
SW00028,swab,3.7962671421094,4.33428861273673,4.94428062560666,0.860611894532713,0,0,5.92347800663176,4.15072100772287,0,4.06691377716646,0,0,1.50883756549569,0,4.29878320836545,0
SW00029,swab,2.41951320873774,3.98844460429066,5.43455779640018,3.50077954326016,0,0,5.66839997156407,2.12013306859188,1.90047442163289,4.26359874954027,0,1.72710535041389,3.83622168072471,1.43414101435749,5.34896075182745,0
SW00030,swab,0,3.66251595822762,5.57824503466044,2.0929973368353,0,0,5.77833148990319,1.09760074841817,0,4.07851817514245,0,0,0.938516282219117,0.938516282219117,3.6405689673939,0
SW00031,swab,0,4.08987799822876,5.71769989805702,0,0,0,5.59087451947747,2.58582127438709,0,4.83836002998163,0,0,0,0,3.81520809666858,0
SW00032,swab,2.91577260120106,3.46420867545306,5.32289943246162,3.73839712004248,0,0,5.84648832044302,1.80811053431495,1.80811053431495,4.49548185788809,0,0,3.27135626547441,0,4.61755346148495,3.54178912889252
SW00033,swab,2.78113493776578,0,5.45343790970229,0,0,0,5.84045255496888,0,0,4.32450409079878,0,0,0,0,3.22000992880611,0
SW00035,swab,3.64500276563755,3.9570087539709,5.36461628326954,1.41874933475514,0,0,5.80866260157263,3.84908586486745,0,4.484306894213,0,0,0,1.41874933475514,4.85686960983841,3.2533671061351
SW00036,swab,4.23070861596382,3.76004766607451,4.83395861387778,2.10538147628076,0,0,5.93606395830183,3.21616823937945,0,4.35845703118518,0,0,2.28033550071277,0,4.31682558709912,2.58022527599366
SW00038,swab,2.72943363342162,3.8748091072109,5.48658964239821,2.60476472946413,0,0,5.7918633376061,2.72943363342162,0,4.7393549081777,0,0,2.42921263327897,0,3.97786718799883,2.72943363342162
SW00039,swab,2.77893084001491,3.56365617541274,5.29461306458466,1.95909723385272,0,0,5.87416180520783,1.49141633454828,0,4.19570708075881,0,0,4.04892535264771,2.25773472489761,4.36199195192037,1.49141633454828
SW00040,swab,3.23825813090474,3.74868117670581,5.46907121018005,0,0,0,5.6680862342558,4.9273552939041,0,4.57509379653921,0,0,0,0,5.03946759224509,2.90275866423517
SW00041,swab,1.78920934463664,3.97804046247669,5.65686771999294,0,0,0,5.566856197874,5.17777379517819,0,4.13815258011265,0,0,0,0,3.53809580197312,0
SW00042,swab,2.16221418420094,3.24463348298511,5.75000144072018,0,0,0,5.59676362933751,2.61257327925573,0,4.44566162707651,0,0,0,1.51934019712069,4.08866888086631,0
SW00043,swab,2.74203952979096,3.86036489439608,5.32647632168924,2.30615381398812,0,0,5.86443832341161,1.06440592552099,0,4.56796160335342,0,0,0,1.51581860518763,4.04273897997603,0
SW00044,swab,0,3.76514065998802,5.70605190403545,0,0,0,5.63636522577202,4.1474319344111,0,4.50775849279161,0,0,2.53588344055085,0,3.73881638271897,3.01216091097989
SW00045,swab,3.44019907753309,3.91307854274905,5.47734410856984,2.78329819689699,0,0,5.75460634526711,3.78559784903736,0,4.44018720899172,1.1261467018684,0.70956591722747,1.53132461669987,0,4.93506290780609,2.17448327927864
SW00046,swab,3.08947757888542,3.29244003720262,5.60076129422621,1.38320197263403,0,0,5.73516953468172,1.38320197263403,0,4.69486460203827,0,2.14611272862244,2.6920673959513,0,3.63632535267894,1.17317188595905
SW00047,swab,3.68376677545517,3.56740050662566,5.61734840312974,1.48544413157794,0,0,5.71656789574525,2.23830846514145,0,4.67436859488761,1.15973761143238,1.55580440817185,2.10513286112935,0,3.93967077713328,2.18067477844599
SW00048,swab,1.90635430013177,2.47641626187743,5.585711754116,0,0,0,5.76046188835699,2.44655659759181,0,4.54906079150758,0,0,0,0,3.42614020169676,0
SW00049,swab,2.18578170313758,3.31448951382409,5.76619014858292,1.53572600927822,1.02218233685129,0,5.59754992330739,1.91357178988649,0,3.99694084368998,0,0.760574621441434,0,0,3.76493687670968,3.36994147413627
SW00050,swab,0,2.75291723799691,5.32181796533761,0,0,0,5.89163551585175,2.45265369226838,0,3.89050801734849,0,0,0,2.32822517184523,3.34061941307573,0
SW00051,swab,0,3.5631908314015,5.58670665409915,0,0,0,5.77248852265144,0,0,3.91709071480239,0,2.1349033607801,2.73456927185698,0,3.9578309751868,0
SW00052,swab,2.88415687170982,3.20153425105123,5.27441650598573,1.11230812295674,0,0,5.89225004262096,0,0,4.22911132639562,0,0,0,0,4.08986015760249,0
SW00053,swab,1.25522041738421,3.53943915686591,5.63101335190621,0.823861862278266,0,0,5.72908181839335,2.59946417575109,0,4.44481163175361,0,0,0,1.46730814582701,3.67815964241933,0.823861862278266
SW00054,swab,3.63066395601871,3.64307035052528,5.38491795741929,3.37735611765206,0,0,5.85441797870851,2.39552358492114,0,4.25749172533955,0,0,3.04130662878445,1.67602941538367,3.98834846712716,3.28678766647227
SW00055,swab,0,4.12873474645623,5.40536555895104,1.56548941913947,0,0,5.83303770891127,0,1.78258779363153,3.71795061997821,0,0,4.35425090067689,1.98401267781584,4.30404457160617,3.51268940579722
SW00056,swab,2.08083443033044,3.37479298880383,5.58867512703666,0,0,0,5.73045950173649,1.61086470953042,0,4.35254465221008,0,0,0,0,4.66399820911771,3.52707851923871
SW00057,swab,2.03830131547606,3.43867637598717,5.66914197413149,0,0,0,5.70573283517513,0,0,4.16612987395358,0,2.4095818584742,0,0,3.87776689386187,1.48450606877441
SW00060,swab,1.89832209822089,3.5437157549921,5.63603482103804,0,0,0,5.73426828248209,2.40638893310798,1.60274631753275,4.17669377501058,0,2.19659908257266,1.31242346049498,0,3.77936142491921,1.60274631753275
SW00061,swab,2.8580371943642,3.86154685192992,5.41007912831572,2.75099581046257,0,0,5.81332333351727,2.91708199495909,0,4.88364143124216,0,0,0,0,3.80770472521898,0.929508989780306
SW00062,swab,1.68409488471837,3.53196917589661,5.62484065300492,0.559749969167562,0,0,5.66217752403051,3.46929879464903,0,4.60283504605819,0,0,1.10819648855159,0,4.07730974940181,4.78281309302805
SW00063,swab,2.16347515698524,3.5705341314004,5.58559552441034,1.47626698425656,0,0,5.7405542561815,0,0,3.87150574904277,0,0,1.18950501106355,1.47626698425656,4.72634021830569,1.18950501106355
SW00064,swab,4.05745009021897,3.43561653191032,4.72596373633773,0,0,0,5.9539716430267,2.05905341992819,0,4.37123479795026,0,0,0,1.76179777581553,3.97437014297723,2.05905341992819
SW00065,swab,3.85519464641237,4.45720917311041,5.1837712667405,2.95252876660928,0,0,5.84566773475289,2.35191972086398,0,4.7229042707317,0,0,0,0,4.75311223659459,0
SW00066,swab,3.57156152944661,3.96994728095381,5.30793046023291,2.48237013770246,0,0,5.8516497575086,0,0,4.17781267018731,0,2.4138994431132,3.45936910140298,1.95221030013651,4.72621753918102,3.10653971611993
SW00067,swab,3.29010537083051,3.29010537083051,5.22940444833913,0,0,0,5.8924857115954,0,0,4.06807101586272,0,0,3.68791175164573,0,4.42023290625995,3.46612239726406
SW00068,swab,2.1015619310159,3.20311841335335,5.65394254246099,1.54636134661346,0,0,5.71937302663135,3.63200742748553,0,4.17633294445328,0,0,2.93228736307095,1.54636134661346,3.5086393190416,1.54636134661346
SW00069,swab,2.69793239338466,3.40431996556843,5.18728725853008,2.81854306468795,0,0,5.91466449813353,2.77285885018543,0,4.04433800453134,0,1.01672344897158,3.38626323581246,1.82443872686218,3.7982802106113,2.518172108888
SW00070,swab,2.24686966670143,2.94797919543512,5.6218098268009,1.24844222078553,0,0,5.74732790914339,1.63142151883706,0,4.25996603522088,0,1.41628567815275,1.48084689410663,0,3.4928660678265,1.34042237267161
SW00072,swab,1.89571704130592,2.84502349063235,5.6642397519197,0,0,0,5.70850224210551,0,0,4.33148254168244,0,0,0,0,3.69472791969863,2.19397740953763
SW00073,swab,2.91069286566272,3.03795655746684,5.750073357493,0,0,0,5.62026787652872,2.24689674216396,0,3.30034771269568,0,0,0,1.28959317144637,4.16408831376889,3.24467732308268
SW00074,swab,2.74757645038674,3.61505379148608,5.4571964075052,2.61522816041259,0,0,5.82662817958159,3.79547402754943,0,4.40758177879636,0,0,0,1.95006644396507,3.68693284278323,2.87939645541391
SW00075,swab,3.50426944212891,3.43807557142821,5.50439791693372,1.52176111138737,0,0,5.78355679475496,2.11391210930085,0,4.79428748183712,0,0,0,0,3.66695423989959,1.52176111138737
SW00076,swab,4.09059099809184,3.46145179438877,5.32121004764194,1.9385201544678,0,0,5.87294337045901,3.20923195401792,0,4.38441427313439,1.40678383181135,1.69921852734694,1.69921852734694,0,3.45775693159059,0
SW00078,swab,3.01832965909425,3.98799453881127,5.47157261011986,2.49104358026616,0,0,5.68767841630063,0,0,3.73584825669811,0,2.84244652328457,0,0,5.29945365341381,2.19141330304146
SW00079,swab,3.21703319471669,3.61397118042139,5.64825148086094,2.05289252908893,0,0,5.59417955868071,1.61260085797355,0.954075780371202,5.13600327543804,0,1.39775993851288,1.39775993851288,0,4.29102583516585,1.39775993851288
SW00082,swab,1.78393954696656,2.95331286508111,5.60490874308158,0,0,0,5.76695299495145,0,0,3.91033005407927,0,0,1.11263874908665,0,3.54918210870903,0
SW00085,swab,2.03758574242059,3.47568657997227,5.63333213611452,0,0,0,5.68944382101887,1.91397261145095,0,4.59559079518787,0,0,0,0,4.55353393424337,3.41995124367775
SW00086,swab,2.03754893875009,3.3361327122571,5.58789373149514,0,0,0,5.77657740130564,0,0,3.84860518506416,0,1.44727719293704,0,0,3.73096636575447,2.43309240930448
SW00087,swab,2.57601383941888,3.9803670642527,5.71836323444332,1.35397125466882,0,0,5.40921607518999,1.26184050807799,0,5.12167477313103,0,0,0.983948389142012,0,4.8918711057813,2.50592878593851
SW00089,swab,1.51039085876467,3.50550638508206,5.82085194070137,0,0,0,5.49909356475469,0,0,4.23351108803737,0,0,0,0,3.32045251521205,0
SW00091,swab,3.61354952003857,4.05892877447016,5.51668446440011,1.88277352213836,0,0,5.76732927000182,3.27521778041694,0,4.72678185734843,0,0,0,2.05696440590045,4.18027199994067,1.88277352213836
SW00093,swab,3.20884111553734,3.31049394751031,5.50577187135298,0,0,0,5.81158217631427,1.08727062130671,0,4.33623718745546,0,0,0,0,3.78667752438889,1.75684948976992
SW00094,swab,2.07795443640503,4.21105710898486,5.52053753943388,1.90367407587581,0,0,5.54383854841376,3.97744556161472,0,4.68391322935213,0,3.14157021362685,0,0,5.38557087569706,1.60803190591178
SW00095,swab,0,3.64406955750639,5.39199423502413,0,0,0,5.83674204265899,0,2.13224331534962,4.24236428269513,0,0,4.34681650750401,1.28304098847522,4.31450753897864,3.26948131158384
SW00097,swab,3.04370069543162,3.38488283353887,5.60809274034616,2.20095260940837,0,0,5.59013989963057,5.14622549146919,0,4.31720646812454,0,0,1.02390647471877,0,3.29481336715342,4.58862075609031
SW00098,swab,0,3.50613552730976,5.76424557887807,0,0,0,5.57859830646338,0,0,3.886770072774,0,0,0,1.95454668236865,4.46159596062944,0
SW00099,swab,3.95910458377005,3.55013135453964,5.37637657890131,0.85297770935266,0,0,5.85274265985906,1.57713533202762,0,4.10312515167507,0,0,1.79436006993547,1.64243633486568,4.35730830378935,3.15869973593198
SW00101,swab,1.84159258432118,3.59127879534641,5.53203325999454,0.79687980863062,0,0,5.81183019915317,2.04747930487247,0,3.71132826445414,0,0,1.22513382705197,1.98118089511598,3.26441101249642,1.06178446133841
SW00103,swab,1.80049303165508,3.39143429648529,5.40919889668532,3.02442239671687,0,0,5.84097842681021,1.94465224160391,1.87852688098995,4.00685753846399,0,1.58320379306756,4.34307615972282,1.41274542095872,4.12965423448197,2.75810923495547
SW00105,swab,3.040102798517,3.84525799255983,5.53989549955796,1.46026231334638,0,0,5.7005970808491,1.01224285804594,0,4.40320829231135,0,0,1.58142228377462,3.3278642895677,5.05812175330644,3.19082105885495
SW00108,swab,2.7641072804046,3.39041938612767,5.65748048646199,0,0,0,5.71839642380672,0,0,4.21145517014516,0,0,1.54545840318707,0,3.50617337378038,2.13814132206047
SW00110,swab,2.99055920305716,3.2720721597692,5.56614451752683,1.06539147305571,0,0,5.73041855045639,3.22524302213007,0,4.87997041762369,0,0,0,0,4.11837884994499,2.83314548570302
SW00120,swab,3.19750196418189,2.89087281245562,5.62188924919756,0.906437273892991,0,0,5.75290697571035,1.70271723748521,0,3.4311457349758,0,1.1796607837862,0,1.1796607837862,3.99135518262976,2.41878207863451
SW00123,swab,1.80773262018912,3.64184904987363,5.6160105124872,2.84293444856541,0,0,5.67987868456535,1.92529319617825,0,4.86384202456611,0,0.883985300088505,3.32240032435304,0,4.43248440707899,2.98351337042063
SW00124,swab,0,3.43286880960651,5.73267774030657,0,0,0,5.64816208009278,0,0,3.82702748861687,0,1.1372074178959,0,1.4221092082015,3.6714478007455,2.8453121307875
SW00131,swab,3.71789076278875,3.73561620349676,5.29244384968654,1.45018879208459,0,0,5.72892931393522,0,0,5.38041969564617,1.74344835967598,0,1.45018879208459,0,4.23867087082947,0
SW00133,swab,2.28738614914601,3.23151910653041,5.71826992233486,0,0,0,5.66613518819558,1.52029669184194,0,3.58988536854814,0,1.81472347848172,3.12010167415154,0,3.81240659067961,0
SW00137,swab,3.92185993274958,3.58927800465202,5.0880351052739,3.19077686413422,0,0,5.88901465796053,1.72526345679698,0,4.33507807541956,0,2.51422107329898,3.24873382183602,1.60304141307315,4.81131300447743,2.83159374087928
SW00142,swab,2.16046495140095,3.54674258771274,5.68630650857424,0,0,0,5.58897886663039,4.05236131861134,0,4.71556982537401,0,0,0,0,4.75734382911857,3.33374585952426
SW00144,swab,3.88742930876921,4.29218146615772,5.46230302577489,0,0,0,5.79968893630472,1.69590651213794,0,4.56652159136294,0,0,1.03058793119729,1.47985054113888,4.16739384166803,2.78121086528769
SW00147,swab,2.84542177476937,3.420374173327,5.61996191857659,0,0,0,5.72955710041931,0,0,4.51271218243587,0,0,0,0,4.03316732700693,0
SW00153,swab,2.57198727984474,3.31575958777076,5.64580200271729,3.49753135985204,0,0,5.67002396013104,0,0,3.96395683219041,0,2.16363746249474,0,0,4.87438395557697,1.62695506942899
SW00155,swab,1.08767372215057,3.19080809224755,5.67248030370548,1.54046581636492,0,0,5.69809155775748,0,0,4.04544509379429,0,3.6560499709369,2.28336547928457,1.08767372215057,4.11251185896848,2.33143202876351
SW00156,swab,1.3872148531841,3.67590733551154,5.38755538294911,3.40262904696318,0,0,5.83920432743183,2.04200079829586,2.25605509258234,4.18662703471028,0,1.67924926217832,4.31648808300519,1.3872148531841,4.31370164249444,3.00628376983206
SW00159,swab,0,3.60887947661897,5.67717448683741,0,0,0,5.71017037106463,0,0,3.64673403724858,0,0,1.25093550169466,1.63400192646198,3.4551774429286,0.973615948207929
SW00168,swab,3.09038371698178,3.15017701972032,5.66998420456575,0,0,0,5.70616098991003,1.46183817474817,0,4.26051645974982,0,0,0,0,3.48414716415947,0
SW00169,swab,3.86295480027482,3.50321009622387,5.34724287678389,2.52823661563027,0,0,5.86616864906439,2.41367189724292,1.60341016493913,4.31461051751171,0,0,3.37078556143546,1.50919767207713,3.92855982086309,2.15182437020228
SW00173,swab,0,3.83836371154761,5.72532356989966,0,0,0,5.63741616836621,1.75956213279676,0,2.56603546456617,0,0,1.75956213279676,0,4.43590391343411,2.15294544832473
SW00174,swab,2.63311226779906,3.06796682690473,5.42958722615978,1.99030051355228,0,1.05577969707187,5.83254981918762,0,0,4.35194520248028,0,0,2.93885255406891,0.649026508034607,4.39633001042481,3.03044536308663
SW00177,swab,2.95354744266334,3.19025667608215,5.56411462610253,2.65582352063319,2.02773839013258,0,5.78307004486034,2.21816638990632,0,3.85939553393429,0,0,1.55869010247533,1.73076363596865,4.20757408942247,1.26949497262353
SW00179,swab,2.83087384466535,3.4820533500294,5.65827391861771,0,0,0,5.7021580393718,1.69300085988887,0,4.50497582476077,1.23314405044258,0,1.06956514666198,1.23314405044258,3.65526990441517,2.86717239028575
SW00240,swab,2.42129469348611,3.31580601197774,5.89701254557979,0,0,0,5.28987330005909,0,0,2.72150079483886,0,0,1.09435275872989,0,3.56589139357041,3.98430497949107
SW00243,swab,1.46284775708729,3.10118053077617,5.64870771822057,1.63392344178741,0,0,5.73000882465727,0,0,3.54983683433457,0,0,0,1.46284775708729,3.18826815000563,4.04754584444815
SW00244,swab,2.30413336818358,2.95566573885242,5.48972905924218,3.32336759677534,0,0,5.80617158504015,2.75503372786521,2.12911877885321,4.52858475207354,0,0,1.83130286922792,0,4.07040033296388,3.22305067615706
SW00247,swab,2.24918354886727,2.79150034358434,5.82563696951929,2.98753967220267,0,0,5.4835832796456,0,0,4.29109576992092,0,1.48309721560472,0,1.19611616414211,3.61169957042642,2.86710873674276
SW00248,swab,0.653209895957115,3.92133189176159,5.67832559408875,0,0,0,5.67705969413593,4.16667091479169,0,4.20291385746242,0,0.795877190099707,0.439330551980158,1.22401164654585,3.83991441039608,3.27829284409541
SW00250,swab,1.87280503783142,3.2773487665032,5.65342350970014,0,0,0,5.73278545806306,0,0,3.71653550704844,0,0,0,1.34305039731898,3.32308332479575,0
SW00259,swab,2.56843131936491,3.85836253821451,5.65381150496198,3.36490047884958,0,0,5.68286799657423,0,0,4.15581327179529,0,0,0,0,4.63172471335221,2.73079185313116
SW00262,swab,1.43211787318612,2.68382850212448,5.69279320426147,0,0,0,5.69736442770517,1.89840027470093,0,3.4202428620496,0,0,0,0,3.41265491339751,3.49235462032866
SW00265,swab,1.16405630321454,3.24629527291887,5.43795673294042,3.1143150996611,0,0,5.84100701927724,2.27121517713192,2.02197553052595,4.35395787962729,0,0,2.61619292635826,1.00259895853139,3.77740325614015,1.83853534050271
SW00268,swab,2.40087477660234,2.89486521848553,5.68095253635971,3.41710404448785,0,0,5.69335636325812,2.02463397799448,0,4.23572536678761,0,0,1.28403284111567,1.89480093428579,3.70262443844286,2.81174198341106
SW00288,swab,3.432656162458,4.32876669517337,5.31527135106597,0,0,0,5.71678630091231,3.44601526423565,0,4.25370585893509,0,0,0,0,5.35726138819133,0
SW00302,swab,1.15701573037986,3.65079922992574,5.66794830370955,0,0,0,5.71001205444801,2.33180499588577,0,4.060698282176,0,0,0,0,3.58666771240359,3.18663787996939
